tab	specimens
specimen	sample	experiments	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	result_type	volume	weight	location	site
PI22H-25a	PI22H-25	PI22H-25a:LP-DIR-T		MT	185.6	35.8	2.0	8.0	-1.0	30.9	7.1				798.0	623.0	K		hargrave 2015-11-05 11:21:47	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-25a	PI22H-25	PI22H-25a:LP-DIR-T		PLF	16.4	74.3	2.0	14.0	0.0	4.2	2.8				598.0	273.0	K		hargrave 2015-11-05 11:21:47	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-25a	PI22H-25	PI22H-25a:LP-DIR-T		MT	68.5	70.4	2.0	8.0	0.0	30.9	7.1				798.0	623.0	K		hargrave 2015-11-05 11:21:47	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-26a	PI22H-26	PI22H-26a:LP-DIR-T		MT	78.2	48.9	2.0	8.0	0.0	10.3	2.2				773.0	598.0	K		hargrave 2015-11-05 11:23:16	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-26a	PI22H-26	PI22H-26a:LP-DIR-T		MT	165.7	25.0	2.0	8.0	-1.0	10.3	2.2				773.0	598.0	K		hargrave 2015-11-05 11:23:16	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-26a	PI22H-26	PI22H-26a:LP-DIR-T		PLF	143.0	62.7	2.0	7.0	-1.0	17.0	3.9				423.0	273.0	K		hargrave 2015-11-05 11:23:16	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-26a	PI22H-26	PI22H-26a:LP-DIR-T		PLF	359.2	73.8	2.0	7.0	0.0	17.0	3.9				423.0	273.0	K		hargrave 2015-11-05 11:23:16	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-27a	PI22H-27	PI22H-27a:LP-DIR-T		PLF	196.2	26.1	2.0	4.0	-1.0	7.1	27.6				348.0	273.0	K		hargrave 2015-11-05 11:24:46	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-27a	PI22H-27	PI22H-27a:LP-DIR-T		MT	233.5	37.0	2.0	10.0	-1.0	2.9	4.0				823.0	598.0	K		hargrave 2015-11-05 11:24:46	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-27a	PI22H-27	PI22H-27a:LP-DIR-T		PLF	26.5	62.2	2.0	4.0	0.0	7.1	27.6				348.0	273.0	K		hargrave 2015-11-05 11:24:46	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-27a	PI22H-27	PI22H-27a:LP-DIR-T		MT	84.9	50.1	2.0	10.0	0.0	2.9	4.0				823.0	598.0	K		hargrave 2015-11-05 11:24:46	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-28a	PI22H-28	PI22H-28a:LP-DIR-T		PLF	192.4	2.3	2.0	6.0	-1.0	16.7	3.7				448.0	323.0	K		hargrave 2015-11-05 11:26:24	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-28a	PI22H-28	PI22H-28a:LP-DIR-T		MT	222.1	21.1	2.0	7.0	-1.0	3.5	2.1				748.0	598.0	K		hargrave 2015-11-05 11:26:24	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-28a	PI22H-28	PI22H-28a:LP-DIR-T		PLF	15.8	63.4	2.0	6.0	0.0	16.7	3.7				448.0	323.0	K		hargrave 2015-11-05 11:26:24	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-28a	PI22H-28	PI22H-28a:LP-DIR-T		MT	78.9	51.3	2.0	7.0	0.0	3.5	2.1				748.0	598.0	K		hargrave 2015-11-05 11:26:24	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-29a	PI22H-29	PI22H-29a:LP-DIR-T		MT	87.6	49.5	2.0	8.0	0.0	7.9	2.8				773.0	598.0	K		hargrave 2015-11-05 11:28:06	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-29a	PI22H-29	PI22H-29a:LP-DIR-T		MT	229.3	34.1	2.0	8.0	-1.0	7.9	2.8				773.0	598.0	K		hargrave 2015-11-05 11:28:06	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-29a	PI22H-29	PI22H-29a:LP-DIR-T		PLF	194.7	11.5	2.0	4.0	-1.0	8.3	5.6				398.0	323.0	K		hargrave 2015-11-05 11:28:06	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-29a	PI22H-29	PI22H-29a:LP-DIR-T		PLF	17.5	63.8	2.0	4.0	0.0	8.3	5.6				398.0	323.0	K		hargrave 2015-11-05 11:28:06	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-30a	PI22H-30	PI22H-30a:LP-DIR-T		PLF	173.8	59.9	1.0	18.0	-1.0	7.5	5.0				698.0	273.0	K		hargrave 2015-11-05 11:31:22	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-30a	PI22H-30	PI22H-30a:LP-DIR-T		PLF	357.3	76.6	1.0	18.0	0.0	7.5	5.0				698.0	273.0	K		hargrave 2015-11-05 11:31:22	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-31a	PI22H-31	PI22H-31a:LP-DIR-T		PLF	132.8	78.6	2.0	3.0	-1.0	10.6	3.4				373.0	323.0	K		hargrave 2015-11-05 11:33:03	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-31a	PI22H-31	PI22H-31a:LP-DIR-T		MT	157.4	60.9	2.0	5.0	-1.0	3.7	9.1				573.0	473.0	K		hargrave 2015-11-05 11:33:03	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-31a	PI22H-31	PI22H-31a:LP-DIR-T		PLF	9.4	58.8	2.0	3.0	0.0	10.6	3.4				373.0	323.0	K		hargrave 2015-11-05 11:33:03	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-31a	PI22H-31	PI22H-31a:LP-DIR-T		MT	38.6	74.8	2.0	5.0	0.0	3.7	9.1				573.0	473.0	K		hargrave 2015-11-05 11:33:03	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-32a	PI22H-32	PI22H-32a:LP-DIR-T		MT	86.4	55.5	2.0	13.0	0.0	4.0	3.6				798.0	498.0	K		hargrave 2015-11-05 11:34:43	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-32a	PI22H-32	PI22H-32a:LP-DIR-T		PLF	168.9	24.4	2.0	5.0	-1.0	24.0	7.0				398.0	77.0	K		hargrave 2015-11-05 11:34:43	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI22H-32a	PI22H-32	PI22H-32a:LP-DIR-T		PLF	12.9	73.7	2.0	5.0	0.0	24.0	7.0				398.0	77.0	K		hargrave 2015-11-05 11:34:43	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22H
PI22H-32a	PI22H-32	PI22H-32a:LP-DIR-T		MT	148.4	-2.2	2.0	13.0	-1.0	4.0	3.6				798.0	498.0	K		hargrave 2015-11-05 11:34:43	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22H
PI24H-16a	PI24H-16	PI24H-16a:LP-DIR-T		MT	159.0	-2.0	1.0	9.0	-1.0	90.3	7.8				648.0	448.0	K		hargrave 2016-01-16 12:38:35	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24H-16a	PI24H-16	PI24H-16a:LP-DIR-T		MT	78.1	55.4	1.0	9.0	0.0	90.3	7.8				648.0	448.0	K		hargrave 2016-01-16 12:38:35	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-17a	PI24H-17	PI24H-17a:LP-DIR-T		MT	175.5	-9.0	1.0	10.0	-1.0	103.0	3.4				673.0	448.0	K		hargrave 2016-01-16 12:40:05	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24H-17a	PI24H-17	PI24H-17a:LP-DIR-T		MT	93.0	57.7	1.0	10.0	0.0	103.0	3.4				673.0	448.0	K		hargrave 2016-01-16 12:40:05	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-18a	PI24H-18	PI24H-18a:LP-DIR-T		MT	83.3	65.1	1.0	16.0	0.0	18.7	8.8				773.0	398.0	K		hargrave 2016-01-16 12:41:39	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-18a	PI24H-18	PI24H-18a:LP-DIR-T		MT	162.2	-14.5	1.0	16.0	-1.0	18.7	8.8				773.0	398.0	K		hargrave 2016-01-16 12:41:39	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24H-19a	PI24H-19	PI24H-19a:LP-DIR-T		MT	140.2	65.1	2.0	8.0	-1.0	40.6	14.0				843.0	698.0	K		hargrave 2016-01-16 12:43:16	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24H-19a	PI24H-19	PI24H-19a:LP-DIR-T		PLF	163.5	46.1	2.0	10.0	-1.0	11.4	7.6				548.0	323.0	K		hargrave 2016-01-16 12:43:16	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24H-19a	PI24H-19	PI24H-19a:LP-DIR-T		MT	302.3	60.5	2.0	8.0	0.0	40.6	14.0				843.0	698.0	K		hargrave 2016-01-16 12:43:16	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-19a	PI24H-19	PI24H-19a:LP-DIR-T		PLF	347.6	78.4	2.0	10.0	0.0	11.4	7.6				548.0	323.0	K		hargrave 2016-01-16 12:43:16	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-20a	PI24H-20	PI24H-20a:LP-DIR-T		MT	200.0	27.5	1.0	18.0	-1.0	13.6	6.5				843.0	448.0	K		hargrave 2016-01-16 12:45:13	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24H-20a	PI24H-20	PI24H-20a:LP-DIR-T		MT	98.8	65.0	1.0	18.0	0.0	13.6	6.5				843.0	448.0	K		hargrave 2016-01-16 12:45:13	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-21a	PI24H-21	PI24H-21a:LP-DIR-T		MT	79.1	51.2	1.0	17.0	0.0	113.7	8.7				833.0	448.0	K		hargrave 2016-01-16 12:46:53	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-21a	PI24H-21	PI24H-21a:LP-DIR-T		MT	149.8	-6.8	1.0	17.0	-1.0	113.7	8.7				833.0	448.0	K		hargrave 2016-01-16 12:46:53	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24H-22a	PI24H-22																					This study		g	i			Slate Islands	PI24H
PI24H-23a	PI24H-23	PI24H-23a:LP-DIR-T		MT	184.6	8.4	1.0	18.0	-1.0	47.5	7.9				843.0	448.0	K		hargrave 2016-01-16 12:50:01	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24H-23a	PI24H-23	PI24H-23a:LP-DIR-T		MT	89.4	61.1	1.0	18.0	0.0	47.5	7.9				843.0	448.0	K		hargrave 2016-01-16 12:50:01	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-24a	PI24H-24	PI24H-24a:LP-DIR-T		MT	183.6	13.3	1.0	11.0	-1.0	57.7	6.1				648.0	398.0	K		hargrave 2016-01-16 12:52:48	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24H-24a	PI24H-24	PI24H-24a:LP-DIR-T		MT	66.6	60.2	1.0	11.0	0.0	57.7	6.1				648.0	398.0	K		hargrave 2016-01-16 12:52:48	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-25a	PI24H-25																					This study		g	i			Slate Islands	PI24H
PI24H-26a	PI24H-26	PI24H-26a:LP-DIR-T		MT	72.9	51.8	1.0	8.0	0.0	26.4	7.9				573.0	398.0	K		hargrave 2016-01-16 12:55:43	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-26a	PI24H-26	PI24H-26a:LP-DIR-T		MT	147.6	20.9	1.0	8.0	-1.0	26.4	7.9				573.0	398.0	K		hargrave 2016-01-16 12:55:43	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24H-27a	PI24H-27	PI24H-27a:LP-DIR-T		MT	179.4	14.8	1.0	10.0	-1.0	17.5	7.9				673.0	448.0	K		hargrave 2016-01-16 12:57:15	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24H-27a	PI24H-27	PI24H-27a:LP-DIR-T		MT	82.1	51.8	1.0	10.0	0.0	17.5	7.9				673.0	448.0	K		hargrave 2016-01-16 12:57:15	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-28a	PI24H-28	PI24H-28a:LP-DIR-T		MT	77.4	58.7	1.0	21.0	0.0	4.5	5.7				850.0	423.0	K		hargrave 2016-01-16 12:58:50	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-28a	PI24H-28	PI24H-28a:LP-DIR-T		MT	185.1	18.0	1.0	21.0	-1.0	4.5	5.7				850.0	423.0	K		hargrave 2016-01-16 12:58:50	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24H-29a	PI24H-29	PI24H-29a:LP-DIR-T		MT	165.2	26.0	1.0	6.0	-1.0	27.1	11.1				548.0	423.0	K		hargrave 2016-01-16 13:00:43	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24H-29a	PI24H-29	PI24H-29a:LP-DIR-T		MT	86.3	55.4	1.0	6.0	0.0	27.1	11.1				548.0	423.0	K		hargrave 2016-01-16 13:00:43	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-30a	PI24H-30	PI24H-30a:LP-DIR-T		HT	324.4	58.9	2.0	8.0	0.0	30.2	9.8				823.0	648.0	K		hargrave 2016-01-16 13:02:21	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-30a	PI24H-30	PI24H-30a:LP-DIR-T		MT	46.3	59.2	2.0	9.0	0.0	45.2	11.7				548.0	348.0	K		hargrave 2016-01-16 13:02:21	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-30a	PI24H-30	PI24H-30a:LP-DIR-T		MT	216.8	42.1	2.0	9.0	-1.0	45.2	11.7				548.0	348.0	K		hargrave 2016-01-16 13:02:21	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24H-30a	PI24H-30	PI24H-30a:LP-DIR-T		HT	166.5	35.0	2.0	8.0	-1.0	30.2	9.8				823.0	648.0	K		hargrave 2016-01-16 13:02:21	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24H-31a	PI24H-31	PI24H-31a:LP-DIR-T		MT	63.5	66.2	1.0	5.0	-1.0	55.1	9.9				748.0	648.0	K		hargrave 2016-01-16 13:03:59	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24H-31a	PI24H-31	PI24H-31a:LP-DIR-T		MT	71.9	59.8	1.0	5.0	0.0	55.1	9.9				748.0	648.0	K		hargrave 2016-01-16 13:03:59	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-32a	PI24H-32	PI24H-32a:LP-DIR-T		MT	101.3	68.6	1.0	6.0	0.0	20.6	7.3				623.0	498.0	K		hargrave 2016-01-16 13:05:29	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24H
PI24H-32a	PI24H-32	PI24H-32a:LP-DIR-T		MT	84.0	71.4	1.0	6.0	-1.0	20.6	7.3				623.0	498.0	K		hargrave 2016-01-16 13:05:29	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24H
PI24c-1b	PI24c-1	PI24c-1b:LP-DIR-T		LT	172.7	30.8	3.0	9.0	-1.0	31.1	17.9				498.0	298.0	K		hargrave 2014-11-03 19:56:37	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24c
PI24c-1b	PI24c-1	PI24c-1b:LP-DIR-T		HT	117.1	60.2	3.0	10.0	0.0	25.8	4.9				823.0	623.0	K		hargrave 2014-11-03 19:56:37	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24c
PI24c-1b	PI24c-1	PI24c-1b:LP-DIR-T		hem	178.9	30.9	3.0	5.0	0.0	10.3	6.6				913.0	843.0	K		hargrave 2014-11-03 19:56:37	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24c
PI24c-1b	PI24c-1	PI24c-1b:LP-DIR-T		LT	13.2	83.0	3.0	9.0	0.0	31.1	17.9				498.0	298.0	K		hargrave 2014-11-03 19:56:37	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24c
PI24c-1b	PI24c-1	PI24c-1b:LP-DIR-T		HT	174.1	-1.2	3.0	10.0	-1.0	25.8	4.9				823.0	623.0	K		hargrave 2014-11-03 19:56:37	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24c
PI24c-1b	PI24c-1	PI24c-1b:LP-DIR-T		hem	222.6	-14.3	3.0	5.0	-1.0	10.3	6.6				913.0	843.0	K		hargrave 2014-11-03 19:56:37	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24c
PI24c-2b	PI24c-2	PI24c-2b:LP-DIR-T		LT	140.4	23.9	3.0	8.0	-1.0	45.4	28.5				473.0	298.0	K		hargrave 2014-11-03 19:58:05	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24c
PI24c-2b	PI24c-2	PI24c-2b:LP-DIR-T		HT	186.7	-2.3	3.0	12.0	-1.0	5.4	3.7				853.0	623.0	K		hargrave 2014-11-03 19:58:05	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24c
PI24c-2b	PI24c-2	PI24c-2b:LP-DIR-T		hem	125.0	51.9	3.0	4.0	0.0	32.7	30.2				913.0	853.0	K		hargrave 2014-11-03 19:58:05	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24c
PI24c-2b	PI24c-2	PI24c-2b:LP-DIR-T		LT	4.7	53.8	3.0	8.0	0.0	45.4	28.5				473.0	298.0	K		hargrave 2014-11-03 19:58:05	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24c
PI24c-2b	PI24c-2	PI24c-2b:LP-DIR-T		HT	95.5	50.2	3.0	12.0	0.0	5.4	3.7				853.0	623.0	K		hargrave 2014-11-03 19:58:05	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24c
PI24c-2b	PI24c-2	PI24c-2b:LP-DIR-T		hem	203.5	5.5	3.0	4.0	-1.0	32.7	30.2				913.0	853.0	K		hargrave 2014-11-03 19:58:05	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24c
PI24c-3b	PI24c-3	PI24c-3b:LP-DIR-T		HT	159.3	-38.8	2.0	17.0	-1.0	16.2	4.3				853.0	523.0	K		hargrave 2014-11-03 19:59:33	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24c
PI24c-3b	PI24c-3	PI24c-3b:LP-DIR-T		LT	160.7	14.8	2.0	7.0	-1.0	50.4	14.0				448.0	298.0	K		hargrave 2014-11-03 19:59:33	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24c
PI24c-3b	PI24c-3	PI24c-3b:LP-DIR-T		LT	358.0	70.3	2.0	7.0	0.0	50.4	14.0				448.0	298.0	K		hargrave 2014-11-03 19:59:33	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24c
PI24c-3b	PI24c-3	PI24c-3b:LP-DIR-T		HT	86.4	38.5	2.0	17.0	0.0	16.2	4.3				853.0	523.0	K		hargrave 2014-11-03 19:59:33	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24c
PI24c-4b	PI24c-4	PI24c-4b:LP-DIR-T		HT	193.3	-23.5	2.0	15.0	-1.0	3.0	6.0				853.0	573.0	K		hargrave 2014-11-03 20:01:01	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24c
PI24c-4b	PI24c-4	PI24c-4b:LP-DIR-T		LT	124.5	1.9	2.0	7.0	-1.0	72.4	42.3				448.0	298.0	K		hargrave 2014-11-03 20:01:01	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24c
PI24c-4b	PI24c-4	PI24c-4b:LP-DIR-T		HT	104.2	50.3	2.0	15.0	0.0	3.0	6.0				853.0	573.0	K		hargrave 2014-11-03 20:01:01	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24c
PI24c-4b	PI24c-4	PI24c-4b:LP-DIR-T		LT	2.2	33.9	2.0	7.0	0.0	72.4	42.3				448.0	298.0	K		hargrave 2014-11-03 20:01:01	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24c
PI24c-6b	PI24c-6																					This study		g	i			Slate Islands	PI24c
PI24c-7b	PI24c-7	PI24c-7b:LP-DIR-T		LT	337.7	75.4	2.0	8.0	0.0	41.3	13.1				473.0	298.0	K		hargrave 2014-11-03 20:02:31	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24c
PI24c-7b	PI24c-7	PI24c-7b:LP-DIR-T		LT	164.6	-19.7	2.0	8.0	-1.0	41.3	13.1				473.0	298.0	K		hargrave 2014-11-03 20:02:31	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24c
PI24c-7b	PI24c-7	PI24c-7b:LP-DIR-T		HT	187.5	-62.0	2.0	16.0	-1.0	1.5	3.3				853.0	548.0	K		hargrave 2014-11-03 20:02:31	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI24c
PI24c-7b	PI24c-7	PI24c-7b:LP-DIR-T		HT	79.4	49.7	2.0	16.0	0.0	1.5	3.3				853.0	548.0	K		hargrave 2014-11-03 20:02:31	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24c
PI24c-8b	PI24c-8	PI24c-8b:LP-DIR-T		LT	332.1	64.1	2.0	5.0	0.0	64.8	5.7				423.0	323.0	K		hargrave 2014-10-10 20:56:20	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI24c
